Team,Goalie,SV,GA,Minutes,Game_ID,Total_Minutes,TimeDelta,Home_Team,Away_Team
Lake Superior,Seth Eisele,23,1,60:00,2021-10-30-St. Lawrence-Lake Superior,60.0,0 days 01:00:00,Lake Superior,St. Lawrence
Alaska,EMPTY NET,0,0,0:14,2021-10-30-Alaska-Cornell,0.23333333333333334,0 days 00:00:14,Cornell,Alaska
Alaska,Gustavs Davis Grigals,24,1,61:06,2021-10-30-Alaska-Cornell,61.1,0 days 01:01:06,Cornell,Alaska
Cornell,Joe Howe,20,0,61:17,2021-10-30-Alaska-Cornell,61.28333333333333,0 days 01:01:17,Cornell,Alaska
Ferris State,Roni Salmenkangas,23,2,60:00,2021-10-30-Ferris State-Canisius,60.0,0 days 01:00:00,Canisius,Ferris State
Canisius,EMPTY NET,0,1,0:50,2021-10-30-Ferris State-Canisius,0.8333333333333334,0 days 00:00:50,Canisius,Ferris State
Canisius,Jake Barczewski,16,3,59:10,2021-10-30-Ferris State-Canisius,59.166666666666664,0 days 00:59:10,Canisius,Ferris State
Connecticut,EMPTY NET,0,0,0:22,2021-10-30-Connecticut-Dartmouth,0.36666666666666664,0 days 00:00:22,Dartmouth,Connecticut
Connecticut,Darion Hanson,12,1,59:38,2021-10-30-Connecticut-Dartmouth,59.63333333333333,0 days 00:59:38,Dartmouth,Connecticut
Dartmouth,EMPTY NET,0,2,2:02,2021-10-30-Connecticut-Dartmouth,2.033333333333333,0 days 00:02:02,Dartmouth,Connecticut
Dartmouth,Clay Stevenson,34,2,57:58,2021-10-30-Connecticut-Dartmouth,57.96666666666667,0 days 00:57:58,Dartmouth,Connecticut
Michigan Tech,EMPTY NET,0,0,2:38,2021-10-30-Michigan Tech-Clarkson,2.6333333333333333,0 days 00:02:38,Clarkson,Michigan Tech
Michigan Tech,Blake Pietila,11,2,57:22,2021-10-30-Michigan Tech-Clarkson,57.36666666666667,0 days 00:57:22,Clarkson,Michigan Tech
Clarkson,Ethan Haider,20,1,60:00,2021-10-30-Michigan Tech-Clarkson,60.0,0 days 01:00:00,Clarkson,Michigan Tech
North Dakota,EMPTY NET,0,1,1:38,2021-10-30-North Dakota-Penn State,1.6333333333333333,0 days 00:01:38,Penn State,North Dakota
North Dakota,Zach Driscoll,17,5,58:22,2021-10-30-North Dakota-Penn State,58.36666666666667,0 days 00:58:22,Penn State,North Dakota
Penn State,Oskar Autio,28,4,60:00,2021-10-30-North Dakota-Penn State,60.0,0 days 01:00:00,Penn State,North Dakota
St. Thomas,EMPTY NET,0,1,3:16,2021-10-30-St. Thomas-Arizona State,3.2666666666666666,0 days 00:03:16,Arizona State,St. Thomas
St. Thomas,Jacob Berger,21,3,56:44,2021-10-30-St. Thomas-Arizona State,56.733333333333334,0 days 00:56:44,Arizona State,St. Thomas
Arizona State,Cole Brady,37,2,60:00,2021-10-30-St. Thomas-Arizona State,60.0,0 days 01:00:00,Arizona State,St. Thomas
Boston University,EMPTY NET,0,0,2:05,2021-10-30-Boston University-Mass. Lowell,2.0833333333333335,0 days 00:02:05,Mass. Lowell,Boston University
Boston University,Drew Commesso,26,2,57:55,2021-10-30-Boston University-Mass. Lowell,57.916666666666664,0 days 00:57:55,Mass. Lowell,Boston University
Mass. Lowell,Owen Savory,19,1,59:55,2021-10-30-Boston University-Mass. Lowell,59.916666666666664,0 days 00:59:55,Mass. Lowell,Boston University
Maine,EMPTY NET,0,0,1:54,2021-10-30-Maine-Northeastern,1.9,0 days 00:01:54,Northeastern,Maine
Maine,Victor Ostman,24,3,58:06,2021-10-30-Maine-Northeastern,58.1,0 days 00:58:06,Northeastern,Maine
Northeastern,Devon Levi,19,2,60:00,2021-10-30-Maine-Northeastern,60.0,0 days 01:00:00,Northeastern,Maine
Merrimack,EMPTY NET,0,0,0:19,2021-10-30-Merrimack-Massachusetts,0.31666666666666665,0 days 00:00:19,Massachusetts,Merrimack
Merrimack,Zachary Borgiel,21,5,61:40,2021-10-30-Merrimack-Massachusetts,61.666666666666664,0 days 01:01:40,Massachusetts,Merrimack
Massachusetts,EMPTY NET,0,0,0:20,2021-10-30-Merrimack-Massachusetts,0.3333333333333333,0 days 00:00:20,Massachusetts,Merrimack
Massachusetts,Matt Murray,32,4,61:39,2021-10-30-Merrimack-Massachusetts,61.65,0 days 01:01:39,Massachusetts,Merrimack
Providence,EMPTY NET,0,0,0:21,2021-10-30-Providence-New Hampshire,0.35,0 days 00:00:21,New Hampshire,Providence
Providence,Jaxson Stauber,22,2,64:21,2021-10-30-Providence-New Hampshire,64.35,0 days 01:04:21,New Hampshire,Providence
New Hampshire,David Fessenden,31,1,64:42,2021-10-30-Providence-New Hampshire,64.7,0 days 01:04:42,New Hampshire,Providence
Boston College,Eric Dop,11,2,60:00,2021-10-30-Boston College-Vermont,60.0,0 days 01:00:00,Vermont,Boston College
Vermont,EMPTY NET,0,0,1:10,2021-10-30-Boston College-Vermont,1.1666666666666667,0 days 00:01:10,Vermont,Boston College
Vermont,Tyler Harmon,28,3,58:50,2021-10-30-Boston College-Vermont,58.833333333333336,0 days 00:58:50,Vermont,Boston College
Yale,EMPTY NET,0,0,1:50,2021-10-30-Yale-Brown,1.8333333333333335,0 days 00:01:50,Brown,Yale
Yale,Luke Pearson,23,2,58:10,2021-10-30-Yale-Brown,58.166666666666664,0 days 00:58:10,Brown,Yale
Brown,Luke Kania,32,0,60:00,2021-10-30-Yale-Brown,60.0,0 days 01:00:00,Brown,Yale
Bowling Green,EMPTY NET,0,0,3:46,2021-10-30-Bowling Green-Bemidji State,3.7666666666666666,0 days 00:03:46,Bemidji State,Bowling Green
Bowling Green,Christian Stoever,27,2,56:14,2021-10-30-Bowling Green-Bemidji State,56.233333333333334,0 days 00:56:14,Bemidji State,Bowling Green
Bemidji State,Gavin Enright,40,1,59:55,2021-10-30-Bowling Green-Bemidji State,59.916666666666664,0 days 00:59:55,Bemidji State,Bowling Green
Long Island,EMPTY NET,0,0,0:29,2021-11-03-Long Island-Mass. Lowell,0.48333333333333334,0 days 00:00:29,Mass. Lowell,Long Island
Long Island,Kris Carlson,25,3,64:31,2021-11-03-Long Island-Mass. Lowell,64.51666666666667,0 days 01:04:31,Mass. Lowell,Long Island
Mass. Lowell,EMPTY NET,0,0,0:47,2021-11-03-Long Island-Mass. Lowell,0.7833333333333333,0 days 00:00:47,Mass. Lowell,Long Island
Mass. Lowell,Henry Welsch,17,3,64:13,2021-11-03-Long Island-Mass. Lowell,64.21666666666667,0 days 01:04:13,Mass. Lowell,Long Island
Holy Cross,EMPTY NET,0,1,0:12,2021-11-04-Holy Cross-Notre Dame,0.2,0 days 00:00:12,Notre Dame,Holy Cross
Holy Cross,Matt Radomsky,22,4,59:48,2021-11-04-Holy Cross-Notre Dame,59.8,0 days 00:59:48,Notre Dame,Holy Cross
Notre Dame,EMPTY NET,0,0,0:15,2021-11-04-Holy Cross-Notre Dame,0.25,0 days 00:00:15,Notre Dame,Holy Cross
Notre Dame,Matthew Galajda,20,2,59:45,2021-11-04-Holy Cross-Notre Dame,59.75,0 days 00:59:45,Notre Dame,Holy Cross
Boston University,EMPTY NET,0,1,1:18,2021-11-05-Boston University-Northern Michigan,1.3,0 days 00:01:18,Northern Michigan,Boston University
Boston University,Drew Commesso,1,3,12:20,2021-11-05-Boston University-Northern Michigan,12.333333333333334,0 days 00:12:20,Northern Michigan,Boston University
Boston University,Vinny Duplessis,17,1,46:22,2021-11-05-Boston University-Northern Michigan,46.36666666666667,0 days 00:46:22,Northern Michigan,Boston University
Northern Michigan,Rico DiMatteo,27,3,59:57,2021-11-05-Boston University-Northern Michigan,59.95,0 days 00:59:57,Northern Michigan,Boston University
Canisius,EMPTY NET,0,0,1:14,2021-11-05-Canisius-Bentley,1.2333333333333334,0 days 00:01:14,Bentley,Canisius
Canisius,Jake Barczewski,40,2,58:46,2021-11-05-Canisius-Bentley,58.766666666666666,0 days 00:58:46,Bentley,Canisius
Bentley,Jason Grande,18,1,60:00,2021-11-05-Canisius-Bentley,60.0,0 days 01:00:00,Bentley,Canisius
Air Force,EMPTY NET,0,0,1:11,2021-11-05-Air Force-Niagara,1.1833333333333333,0 days 00:01:11,Niagara,Air Force
Air Force,Alex Schilling,29,4,58:49,2021-11-05-Air Force-Niagara,58.81666666666667,0 days 00:58:49,Niagara,Air Force
Niagara,Chad Veltri,25,3,60:00,2021-11-05-Air Force-Niagara,60.0,0 days 01:00:00,Niagara,Air Force
Quinnipiac,Yaniv Perets,12,0,60:00,2021-11-05-Quinnipiac-Yale,60.0,0 days 01:00:00,Yale,Quinnipiac
Yale,EMPTY NET,0,1,1:14,2021-11-05-Quinnipiac-Yale,1.2333333333333334,0 days 00:01:14,Yale,Quinnipiac
Yale,Nathan Reid,34,2,58:46,2021-11-05-Quinnipiac-Yale,58.766666666666666,0 days 00:58:46,Yale,Quinnipiac
Princeton,EMPTY NET,0,0,0:12,2021-11-05-Princeton-Brown,0.2,0 days 00:00:12,Brown,Princeton
Princeton,Aidan Porter,13,3,59:48,2021-11-05-Princeton-Brown,59.8,0 days 00:59:48,Brown,Princeton
Brown,Luke Kania,22,5,37:01,2021-11-05-Princeton-Brown,37.016666666666666,0 days 00:37:01,Brown,Princeton
Brown,Mathieu Caron,19,1,22:59,2021-11-05-Princeton-Brown,22.983333333333334,0 days 00:22:59,Brown,Princeton
Colgate,EMPTY NET,0,0,1:41,2021-11-05-Colgate-Dartmouth,1.6833333333333333,0 days 00:01:41,Dartmouth,Colgate
Colgate,Carter Gylander,15,3,58:19,2021-11-05-Colgate-Dartmouth,58.31666666666667,0 days 00:58:19,Dartmouth,Colgate
Dartmouth,Clay Stevenson,29,2,60:00,2021-11-05-Colgate-Dartmouth,60.0,0 days 01:00:00,Dartmouth,Colgate
Cornell,EMPTY NET,0,0,1:31,2021-11-05-Cornell-Harvard,1.5166666666666666,0 days 00:01:31,Harvard,Cornell
Cornell,Joe Howe,19,3,58:29,2021-11-05-Cornell-Harvard,58.483333333333334,0 days 00:58:29,Harvard,Cornell
Harvard,Mitchell Gibson,36,2,60:00,2021-11-05-Cornell-Harvard,60.0,0 days 01:00:00,Harvard,Cornell
St. Lawrence,Emil Zetterquist,27,3,60:00,2021-11-05-St. Lawrence-Rensselaer,60.0,0 days 01:00:00,Rensselaer,St. Lawrence
Rensselaer,EMPTY NET,0,0,0:46,2021-11-05-St. Lawrence-Rensselaer,0.7666666666666667,0 days 00:00:46,Rensselaer,St. Lawrence
Rensselaer,Linden Marshall,25,4,59:14,2021-11-05-St. Lawrence-Rensselaer,59.233333333333334,0 days 00:59:14,Rensselaer,St. Lawrence
Boston College,Eric Dop,23,1,60:00,2021-11-05-Boston College-Merrimack,60.0,0 days 01:00:00,Merrimack,Boston College
Merrimack,EMPTY NET,0,1,0:51,2021-11-05-Boston College-Merrimack,0.85,0 days 00:00:51,Merrimack,Boston College
Merrimack,Zachary Borgiel,31,3,59:09,2021-11-05-Boston College-Merrimack,59.15,0 days 00:59:09,Merrimack,Boston College
Providence,EMPTY NET,0,0,0:45,2021-11-05-Providence-Massachusetts,0.75,0 days 00:00:45,Massachusetts,Providence
Providence,Jaxson Stauber,25,1,59:15,2021-11-05-Providence-Massachusetts,59.25,0 days 00:59:15,Massachusetts,Providence
Massachusetts,EMPTY NET,0,0,0:12,2021-11-05-Providence-Massachusetts,0.2,0 days 00:00:12,Massachusetts,Providence
Massachusetts,Matt Murray,28,0,59:48,2021-11-05-Providence-Massachusetts,59.8,0 days 00:59:48,Massachusetts,Providence
Northeastern,Devon Levi,19,1,60:00,2021-11-05-Northeastern-New Hampshire,60.0,0 days 01:00:00,New Hampshire,Northeastern
New Hampshire,EMPTY NET,0,0,0:48,2021-11-05-Northeastern-New Hampshire,0.8,0 days 00:00:48,New Hampshire,Northeastern
New Hampshire,David Fessenden,18,4,59:12,2021-11-05-Northeastern-New Hampshire,59.2,0 days 00:59:12,New Hampshire,Northeastern
Connecticut,Darion Hanson,27,3,59:50,2021-11-05-Connecticut-Maine,59.833333333333336,0 days 00:59:50,Maine,Connecticut
Maine,EMPTY NET,0,0,1:07,2021-11-05-Connecticut-Maine,1.1166666666666667,0 days 00:01:07,Maine,Connecticut
Maine,Matthew Thiessen,32,4,58:53,2021-11-05-Connecticut-Maine,58.88333333333333,0 days 00:58:53,Maine,Connecticut
Michigan State,Pierce Charleson,28,7,60:00,2021-11-05-Michigan State-Michigan,60.0,0 days 01:00:00,Michigan,Michigan State
Michigan,EMPTY NET,0,0,0:11,2021-11-05-Michigan State-Michigan,0.18333333333333332,0 days 00:00:11,Michigan,Michigan State
Michigan,Erik Portillo,26,2,59:49,2021-11-05-Michigan State-Michigan,59.81666666666667,0 days 00:59:49,Michigan,Michigan State
Minnesota,EMPTY NET,0,0,0:19,2021-11-05-Minnesota-Wisconsin,0.31666666666666665,0 days 00:00:19,Wisconsin,Minnesota
Minnesota,Jack LaFontaine,32,4,62:43,2021-11-05-Minnesota-Wisconsin,62.71666666666667,0 days 01:02:43,Wisconsin,Minnesota
Wisconsin,Jared Moe,44,2,62:58,2021-11-05-Minnesota-Wisconsin,62.96666666666667,0 days 01:02:58,Wisconsin,Minnesota
St. Thomas,EMPTY NET,0,0,2:52,2021-11-05-St. Thomas-Bowling Green,2.8666666666666667,0 days 00:02:52,Bowling Green,St. Thomas
St. Thomas,Peter Thome,30,4,57:08,2021-11-05-St. Thomas-Bowling Green,57.13333333333333,0 days 00:57:08,Bowling Green,St. Thomas
Bowling Green,Zack Rose,27,2,60:00,2021-11-05-St. Thomas-Bowling Green,60.0,0 days 01:00:00,Bowling Green,St. Thomas
Minnesota State,EMPTY NET,0,0,2:38,2021-11-05-Minnesota State-Ferris State,2.6333333333333333,0 days 00:02:38,Ferris State,Minnesota State
Minnesota State,Dryden McKay,28,2,57:22,2021-11-05-Minnesota State-Ferris State,57.36666666666667,0 days 00:57:22,Ferris State,Minnesota State
Ferris State,Logan Stein,31,1,60:00,2021-11-05-Minnesota State-Ferris State,60.0,0 days 01:00:00,Ferris State,Minnesota State
Minnesota Duluth,EMPTY NET,0,0,0:53,2021-11-05-Minnesota Duluth-Western Michigan,0.8833333333333333,0 days 00:00:53,Western Michigan,Minnesota Duluth
Minnesota Duluth,Ryan Fanti,20,4,59:07,2021-11-05-Minnesota Duluth-Western Michigan,59.11666666666667,0 days 00:59:07,Western Michigan,Minnesota Duluth
Western Michigan,Brandon Bussi,27,3,60:00,2021-11-05-Minnesota Duluth-Western Michigan,60.0,0 days 01:00:00,Western Michigan,Minnesota Duluth
Denver,EMPTY NET,0,1,0:32,2021-11-05-Denver-North Dakota,0.5333333333333333,0 days 00:00:32,North Dakota,Denver
Denver,Magnus Chrona,20,2,59:28,2021-11-05-Denver-North Dakota,59.46666666666667,0 days 00:59:28,North Dakota,Denver
North Dakota,EMPTY NET,0,0,0:17,2021-11-05-Denver-North Dakota,0.2833333333333333,0 days 00:00:17,North Dakota,Denver
North Dakota,Zach Driscoll,22,1,59:43,2021-11-05-Denver-North Dakota,59.71666666666667,0 days 00:59:43,North Dakota,Denver
Miami,Ludvig Persson,32,3,60:00,2021-11-05-Miami-Omaha,60.0,0 days 01:00:00,Omaha,Miami
Omaha,EMPTY NET,0,0,1:06,2021-11-05-Miami-Omaha,1.1,0 days 00:01:06,Omaha,Miami
Omaha,Isaiah Saville,9,4,58:54,2021-11-05-Miami-Omaha,58.9,0 days 00:58:54,Omaha,Miami
Canisius,Jake Barczewski,23,3,60:00,2021-11-06-Canisius-Bentley,60.0,0 days 01:00:00,Bentley,Canisius
Bentley,EMPTY NET,0,1,1:51,2021-11-06-Canisius-Bentley,1.85,0 days 00:01:51,Bentley,Canisius
Bentley,Evan DeBrouwer,6,0,16:52,2021-11-06-Canisius-Bentley,16.866666666666667,0 days 00:16:52,Bentley,Canisius
Bentley,Jason Grande,20,5,41:17,2021-11-06-Canisius-Bentley,41.28333333333333,0 days 00:41:17,Bentley,Canisius
RIT,Kolby Matthews,14,6,27:43,2021-11-06-RIT-American Int'l,27.716666666666665,0 days 00:27:43,American Int'l,RIT
RIT,Tommy Scarfone,19,1,32:17,2021-11-06-RIT-American Int'l,32.28333333333333,0 days 00:32:17,American Int'l,RIT
American Int'l,EMPTY NET,0,0,1:34,2021-11-06-RIT-American Int'l,1.5666666666666667,0 days 00:01:34,American Int'l,RIT
American Int'l,Jake Kucharski,21,3,58:26,2021-11-06-RIT-American Int'l,58.43333333333333,0 days 00:58:26,American Int'l,RIT
Air Force,Alex Schilling,25,3,65:00,2021-11-06-Air Force-Niagara,65.0,0 days 01:05:00,Niagara,Air Force
Niagara,EMPTY NET,0,0,1:53,2021-11-06-Air Force-Niagara,1.8833333333333333,0 days 00:01:53,Niagara,Air Force
Niagara,Jake Sibell,19,3,63:07,2021-11-06-Air Force-Niagara,63.11666666666667,0 days 01:03:07,Niagara,Air Force
Quinnipiac,EMPTY NET,0,0,0:18,2021-11-06-Quinnipiac-Brown,0.3,0 days 00:00:18,Brown,Quinnipiac
Quinnipiac,Yaniv Perets,12,0,59:42,2021-11-06-Quinnipiac-Brown,59.7,0 days 00:59:42,Brown,Quinnipiac
Brown,EMPTY NET,0,0,1:01,2021-11-06-Quinnipiac-Brown,1.0166666666666666,0 days 00:01:01,Brown,Quinnipiac
Brown,Mathieu Caron,34,1,58:59,2021-11-06-Quinnipiac-Brown,58.983333333333334,0 days 00:58:59,Brown,Quinnipiac
Cornell,Nate McDonald,13,4,60:00,2021-11-06-Cornell-Dartmouth,60.0,0 days 01:00:00,Dartmouth,Cornell
Dartmouth,EMPTY NET,0,0,1:14,2021-11-06-Cornell-Dartmouth,1.2333333333333334,0 days 00:01:14,Dartmouth,Cornell
Dartmouth,Justin Ferguson,7,3,18:46,2021-11-06-Cornell-Dartmouth,18.766666666666666,0 days 00:18:46,Dartmouth,Cornell
Dartmouth,Clay Stevenson,22,2,40:00,2021-11-06-Cornell-Dartmouth,40.0,0 days 00:40:00,Dartmouth,Cornell
Clarkson,EMPTY NET,0,0,2:12,2021-11-06-Clarkson-Rensselaer,2.2,0 days 00:02:12,Rensselaer,Clarkson
Clarkson,Ethan Haider,16,3,57:48,2021-11-06-Clarkson-Rensselaer,57.8,0 days 00:57:48,Rensselaer,Clarkson
Rensselaer,Linden Marshall,21,1,60:00,2021-11-06-Clarkson-Rensselaer,60.0,0 days 01:00:00,Rensselaer,Clarkson
St. Lawrence,Emil Zetterquist,23,2,65:00,2021-11-06-St. Lawrence-Union,65.0,0 days 01:05:00,Union,St. Lawrence
Union,EMPTY NET,0,0,0:31,2021-11-06-St. Lawrence-Union,0.5166666666666667,0 days 00:00:31,Union,St. Lawrence
Union,Garrett Nieto,4,1,20:29,2021-11-06-St. Lawrence-Union,20.483333333333334,0 days 00:20:29,Union,St. Lawrence
Union,Connor Murphy,22,1,44:00,2021-11-06-St. Lawrence-Union,44.0,0 days 00:44:00,Union,St. Lawrence
Merrimack,Hugo Ollas,27,3,60:00,2021-11-06-Merrimack-Boston College,60.0,0 days 01:00:00,Boston College,Merrimack
Boston College,EMPTY NET,0,0,1:24,2021-11-06-Merrimack-Boston College,1.4,0 days 00:01:24,Boston College,Merrimack
Boston College,Eric Dop,22,4,58:36,2021-11-06-Merrimack-Boston College,58.6,0 days 00:58:36,Boston College,Merrimack
New Hampshire,EMPTY NET,0,0,0:18,2021-11-06-New Hampshire-Northeastern,0.3,0 days 00:00:18,Northeastern,New Hampshire
New Hampshire,Mike Robinson,18,4,59:42,2021-11-06-New Hampshire-Northeastern,59.7,0 days 00:59:42,Northeastern,New Hampshire
Northeastern,Devon Levi,34,1,60:00,2021-11-06-New Hampshire-Northeastern,60.0,0 days 01:00:00,Northeastern,New Hampshire
Penn State,EMPTY NET,0,1,0:38,2021-11-06-Penn State-Ohio State,0.6333333333333333,0 days 00:00:38,Ohio State,Penn State
Penn State,Oskar Autio,25,3,59:22,2021-11-06-Penn State-Ohio State,59.36666666666667,0 days 00:59:22,Ohio State,Penn State
Ohio State,Jakub Dobes,29,1,60:00,2021-11-06-Penn State-Ohio State,60.0,0 days 01:00:00,Ohio State,Penn State
Michigan,Erik Portillo,18,2,60:00,2021-11-06-Michigan-Michigan State,60.0,0 days 01:00:00,Michigan State,Michigan
Michigan State,EMPTY NET,0,0,1:27,2021-11-06-Michigan-Michigan State,1.45,0 days 00:01:27,Michigan State,Michigan
Michigan State,Drew DeRidder,23,3,58:33,2021-11-06-Michigan-Michigan State,58.55,0 days 00:58:33,Michigan State,Michigan
Minnesota State,EMPTY NET,0,0,0:42,2021-11-06-Minnesota State-Ferris State,0.7,0 days 00:00:42,Ferris State,Minnesota State
Minnesota State,Dryden McKay,19,1,59:18,2021-11-06-Minnesota State-Ferris State,59.3,0 days 00:59:18,Ferris State,Minnesota State
Ferris State,Roni Salmenkangas,28,5,60:00,2021-11-06-Minnesota State-Ferris State,60.0,0 days 01:00:00,Ferris State,Minnesota State
Lake Superior,EMPTY NET,0,0,1:17,2021-11-06-Lake Superior-Michigan Tech,1.2833333333333332,0 days 00:01:17,Michigan Tech,Lake Superior
Lake Superior,Seth Eisele,29,2,58:43,2021-11-06-Lake Superior-Michigan Tech,58.71666666666667,0 days 00:58:43,Michigan Tech,Lake Superior
Michigan Tech,Blake Pietila,20,0,60:00,2021-11-06-Lake Superior-Michigan Tech,60.0,0 days 01:00:00,Michigan Tech,Lake Superior
Boston University,EMPTY NET,0,1,1:39,2021-11-06-Boston University-Northern Michigan,1.65,0 days 00:01:39,Northern Michigan,Boston University
Boston University,Vinny Duplessis,19,5,58:21,2021-11-06-Boston University-Northern Michigan,58.35,0 days 00:58:21,Northern Michigan,Boston University
Northern Michigan,Rico DiMatteo,34,2,60:00,2021-11-06-Boston University-Northern Michigan,60.0,0 days 01:00:00,Northern Michigan,Boston University
Denver,EMPTY NET,0,1,2:38,2021-11-06-Denver-North Dakota,2.6333333333333333,0 days 00:02:38,North Dakota,Denver
Denver,Magnus Chrona,24,3,57:22,2021-11-06-Denver-North Dakota,57.36666666666667,0 days 00:57:22,North Dakota,Denver
North Dakota,Zach Driscoll,21,1,59:56,2021-11-06-Denver-North Dakota,59.93333333333333,0 days 00:59:56,North Dakota,Denver
Minnesota Duluth,Ryan Fanti,35,0,60:00,2021-11-06-Minnesota Duluth-Western Michigan,60.0,0 days 01:00:00,Western Michigan,Minnesota Duluth
Western Michigan,EMPTY NET,0,0,3:00,2021-11-06-Minnesota Duluth-Western Michigan,3.0,0 days 00:03:00,Western Michigan,Minnesota Duluth
Western Michigan,Brandon Bussi,40,3,57:00,2021-11-06-Minnesota Duluth-Western Michigan,57.0,0 days 00:57:00,Western Michigan,Minnesota Duluth
St. Cloud State,EMPTY NET,0,0,0:50,2021-11-06-St. Cloud State-Colorado College,0.8333333333333334,0 days 00:00:50,Colorado College,St. Cloud State
St. Cloud State,David Hrenak,23,1,59:10,2021-11-06-St. Cloud State-Colorado College,59.166666666666664,0 days 00:59:10,Colorado College,St. Cloud State
Colorado College,Dominic Basse,29,4,60:00,2021-11-06-St. Cloud State-Colorado College,60.0,0 days 01:00:00,Colorado College,St. Cloud State
Miami,EMPTY NET,0,0,0:56,2021-11-06-Miami-Omaha,0.9333333333333333,0 days 00:00:56,Omaha,Miami
Miami,Ludvig Persson,26,4,39:48,2021-11-06-Miami-Omaha,39.8,0 days 00:39:48,Omaha,Miami
Miami,Logan Neaton,10,0,19:16,2021-11-06-Miami-Omaha,19.266666666666666,0 days 00:19:16,Omaha,Miami
Omaha,EMPTY NET,0,0,0:29,2021-11-06-Miami-Omaha,0.48333333333333334,0 days 00:00:29,Omaha,Miami
Omaha,Isaiah Saville,18,1,59:31,2021-11-06-Miami-Omaha,59.516666666666666,0 days 00:59:31,Omaha,Miami
RIT,Kolby Matthews,28,2,61:17,2021-11-07-RIT-American Int'l,61.28333333333333,0 days 01:01:17,American Int'l,RIT
American Int'l,EMPTY NET,0,0,0:30,2021-11-07-RIT-American Int'l,0.5,0 days 00:00:30,American Int'l,RIT
American Int'l,Alec Calvaruso,38,3,60:47,2021-11-07-RIT-American Int'l,60.78333333333333,0 days 01:00:47,American Int'l,RIT
Ferris State,EMPTY NET,0,1,1:22,2021-11-11-Ferris State-Michigan State,1.3666666666666667,0 days 00:01:22,Michigan State,Ferris State
Ferris State,Logan Stein,20,1,58:38,2021-11-11-Ferris State-Michigan State,58.63333333333333,0 days 00:58:38,Michigan State,Ferris State
Michigan State,Drew DeRidder,26,0,60:00,2021-11-11-Ferris State-Michigan State,60.0,0 days 01:00:00,Michigan State,Ferris State
Princeton,Aidan Porter,28,1,59:56,2021-11-12-Princeton-Long Island,59.93333333333333,0 days 00:59:56,Long Island,Princeton
Long Island,EMPTY NET,0,0,1:25,2021-11-12-Princeton-Long Island,1.4166666666666667,0 days 00:01:25,Long Island,Princeton
Long Island,Kris Carlson,12,2,58:35,2021-11-12-Princeton-Long Island,58.583333333333336,0 days 00:58:35,Long Island,Princeton
Arizona State,EMPTY NET,0,1,0:57,2021-11-12-Arizona State-Quinnipiac,0.95,0 days 00:00:57,Quinnipiac,Arizona State
Arizona State,Cole Brady,32,4,59:03,2021-11-12-Arizona State-Quinnipiac,59.05,0 days 00:59:03,Quinnipiac,Arizona State
Quinnipiac,Yaniv Perets,18,3,60:00,2021-11-12-Arizona State-Quinnipiac,60.0,0 days 01:00:00,Quinnipiac,Arizona State
American Int'l,EMPTY NET,0,0,0:13,2021-11-12-American Int'l-Providence,0.21666666666666667,0 days 00:00:13,Providence,American Int'l
American Int'l,Jake Kucharski,28,2,61:50,2021-11-12-American Int'l-Providence,61.833333333333336,0 days 01:01:50,Providence,American Int'l
Providence,Jaxson Stauber,19,1,62:03,2021-11-12-American Int'l-Providence,62.05,0 days 01:02:03,Providence,American Int'l
Yale,EMPTY NET,0,2,0:51,2021-11-12-Yale-Army,0.85,0 days 00:00:51,Army,Yale
Yale,Connor Hopkins,41,4,59:09,2021-11-12-Yale-Army,59.15,0 days 00:59:09,Army,Yale
Army,Gavin Abric,30,3,60:00,2021-11-12-Yale-Army,60.0,0 days 01:00:00,Army,Yale
RIT,EMPTY NET,0,1,1:14,2021-11-12-RIT-Canisius,1.2333333333333334,0 days 00:01:14,Canisius,RIT
RIT,Kolby Matthews,20,4,58:46,2021-11-12-RIT-Canisius,58.766666666666666,0 days 00:58:46,Canisius,RIT
Canisius,Jake Barczewski,24,2,60:00,2021-11-12-RIT-Canisius,60.0,0 days 01:00:00,Canisius,RIT
Mercyhurst,Hank Johnson,30,2,60:00,2021-11-12-Mercyhurst-Holy Cross,60.0,0 days 01:00:00,Holy Cross,Mercyhurst
Holy Cross,EMPTY NET,0,0,0:46,2021-11-12-Mercyhurst-Holy Cross,0.7666666666666667,0 days 00:00:46,Holy Cross,Mercyhurst
Holy Cross,Matt Radomsky,23,3,59:14,2021-11-12-Mercyhurst-Holy Cross,59.233333333333334,0 days 00:59:14,Holy Cross,Mercyhurst
Bentley,EMPTY NET,0,0,1:20,2021-11-12-Bentley-Air Force,1.3333333333333333,0 days 00:01:20,Air Force,Bentley
Bentley,Nicholas Grabko,31,2,58:40,2021-11-12-Bentley-Air Force,58.666666666666664,0 days 00:58:40,Air Force,Bentley
Air Force,Alex Schilling,26,1,60:00,2021-11-12-Bentley-Air Force,60.0,0 days 01:00:00,Air Force,Bentley
Dartmouth,Justin Ferguson,30,2,60:00,2021-11-12-Dartmouth-St. Lawrence,60.0,0 days 01:00:00,St. Lawrence,Dartmouth
St. Lawrence,EMPTY NET,0,0,1:13,2021-11-12-Dartmouth-St. Lawrence,1.2166666666666668,0 days 00:01:13,St. Lawrence,Dartmouth
St. Lawrence,Emil Zetterquist,18,3,58:47,2021-11-12-Dartmouth-St. Lawrence,58.78333333333333,0 days 00:58:47,St. Lawrence,Dartmouth
