Team,Goalie,SV,GA,Minutes,Game_ID,Total_Minutes,TimeDelta,Home_Team,Away_Team
Lake Superior,Seth Eisele,31,3,60:00,2021-10-16-St. Thomas-Lake Superior,60.0,0 days 01:00:00,Lake Superior,St. Thomas
Canisius,John Hawthorne,37,4,65:00,2021-10-19-Canisius-Clarkson,65.0,0 days 01:05:00,Clarkson,Canisius
Clarkson,EMPTY NET,0,0,2:11,2021-10-19-Canisius-Clarkson,2.183333333333333,0 days 00:02:11,Clarkson,Canisius
Clarkson,Ethan Haider,18,4,62:49,2021-10-19-Canisius-Clarkson,62.81666666666667,0 days 01:02:49,Clarkson,Canisius
Bentley,Nicholas Grabko,24,2,60:00,2021-10-21-Bentley-Holy Cross,60.0,0 days 01:00:00,Holy Cross,Bentley
Holy Cross,EMPTY NET,0,1,1:22,2021-10-21-Bentley-Holy Cross,1.3666666666666667,0 days 00:01:22,Holy Cross,Bentley
Holy Cross,Matt Radomsky,18,3,58:38,2021-10-21-Bentley-Holy Cross,58.63333333333333,0 days 00:58:38,Holy Cross,Bentley
Army,EMPTY NET,0,0,2:01,2021-10-21-Army-American Int'l,2.0166666666666666,0 days 00:02:01,American Int'l,Army
Army,Gavin Abric,43,4,57:59,2021-10-21-Army-American Int'l,57.983333333333334,0 days 00:57:59,American Int'l,Army
American Int'l,Jake Kucharski,22,3,60:00,2021-10-21-Army-American Int'l,60.0,0 days 01:00:00,American Int'l,Army
Niagara,EMPTY NET,0,0,0:14,2021-10-21-Niagara-Penn State,0.23333333333333334,0 days 00:00:14,Penn State,Niagara
Niagara,Chad Veltri,34,4,59:46,2021-10-21-Niagara-Penn State,59.766666666666666,0 days 00:59:46,Penn State,Niagara
Penn State,Oskar Autio,23,0,60:00,2021-10-21-Niagara-Penn State,60.0,0 days 01:00:00,Penn State,Niagara
RIT,Kolby Matthews,32,2,60:30,2021-10-21-RIT-Notre Dame,60.5,0 days 01:00:30,Notre Dame,RIT
Notre Dame,EMPTY NET,0,0,0:14,2021-10-21-RIT-Notre Dame,0.23333333333333334,0 days 00:00:14,Notre Dame,RIT
Notre Dame,Ryan Bischel,16,3,60:16,2021-10-21-RIT-Notre Dame,60.266666666666666,0 days 01:00:16,Notre Dame,RIT
Bemidji State,Michael Carr,9,4,30:05,2021-10-22-Bemidji State-Northern Michigan,30.083333333333332,0 days 00:30:05,Northern Michigan,Bemidji State
Bemidji State,Mattias Sholl,14,0,29:55,2021-10-22-Bemidji State-Northern Michigan,29.916666666666668,0 days 00:29:55,Northern Michigan,Bemidji State
Northern Michigan,EMPTY NET,0,0,1:15,2021-10-22-Bemidji State-Northern Michigan,1.25,0 days 00:01:15,Northern Michigan,Bemidji State
Northern Michigan,Nolan Kent,1,1,9:43,2021-10-22-Bemidji State-Northern Michigan,9.716666666666667,0 days 00:09:43,Northern Michigan,Bemidji State
Northern Michigan,Charlie Glockner,29,4,49:02,2021-10-22-Bemidji State-Northern Michigan,49.03333333333333,0 days 00:49:02,Northern Michigan,Bemidji State
Boston University,EMPTY NET,0,0,1:49,2021-10-22-Boston University-Merrimack,1.8166666666666667,0 days 00:01:49,Merrimack,Boston University
Boston University,Drew Commesso,28,3,58:11,2021-10-22-Boston University-Merrimack,58.18333333333333,0 days 00:58:11,Merrimack,Boston University
Merrimack,EMPTY NET,0,0,0:37,2021-10-22-Boston University-Merrimack,0.6166666666666667,0 days 00:00:37,Merrimack,Boston University
Merrimack,Zachary Borgiel,18,2,59:23,2021-10-22-Boston University-Merrimack,59.38333333333333,0 days 00:59:23,Merrimack,Boston University
Alaska,EMPTY NET,0,0,0:26,2021-10-22-Alaska-Clarkson,0.43333333333333335,0 days 00:00:26,Clarkson,Alaska
Alaska,Daniel Allin,18,5,59:34,2021-10-22-Alaska-Clarkson,59.56666666666667,0 days 00:59:34,Clarkson,Alaska
Clarkson,EMPTY NET,0,0,1:13,2021-10-22-Alaska-Clarkson,1.2166666666666668,0 days 00:01:13,Clarkson,Alaska
Clarkson,Ethan Haider,21,1,58:47,2021-10-22-Alaska-Clarkson,58.78333333333333,0 days 00:58:47,Clarkson,Alaska
Arizona State,EMPTY NET,0,0,0:23,2021-10-22-Arizona State-Colgate,0.38333333333333336,0 days 00:00:23,Colgate,Arizona State
Arizona State,Ben Kraws,6,2,20:00,2021-10-22-Arizona State-Colgate,20.0,0 days 00:20:00,Colgate,Arizona State
Arizona State,Cole Brady,22,6,39:37,2021-10-22-Arizona State-Colgate,39.61666666666667,0 days 00:39:37,Colgate,Arizona State
Colgate,EMPTY NET,0,0,0:19,2021-10-22-Arizona State-Colgate,0.31666666666666665,0 days 00:00:19,Colgate,Arizona State
Colgate,Carter Gylander,35,3,59:41,2021-10-22-Arizona State-Colgate,59.68333333333333,0 days 00:59:41,Colgate,Arizona State
Union,EMPTY NET,0,1,1:04,2021-10-22-Union-Lake Superior,1.0666666666666667,0 days 00:01:04,Lake Superior,Union
Union,Garrett Nieto,13,2,43:57,2021-10-22-Union-Lake Superior,43.95,0 days 00:43:57,Lake Superior,Union
Union,Connor Murphy,16,4,14:59,2021-10-22-Union-Lake Superior,14.983333333333333,0 days 00:14:59,Lake Superior,Union
Lake Superior,Ethan Langenegger,21,4,60:00,2021-10-22-Union-Lake Superior,60.0,0 days 01:00:00,Lake Superior,Union
Denver,EMPTY NET,0,0,0:49,2021-10-22-Denver-Providence,0.8166666666666667,0 days 00:00:49,Providence,Denver
Denver,Magnus Chrona,27,6,59:11,2021-10-22-Denver-Providence,59.18333333333333,0 days 00:59:11,Providence,Denver
Providence,Jaxson Stauber,39,5,60:00,2021-10-22-Denver-Providence,60.0,0 days 01:00:00,Providence,Denver
Niagara,EMPTY NET,0,1,0:30,2021-10-22-Niagara-Penn State,0.5,0 days 00:00:30,Penn State,Niagara
Niagara,Jake Sibell,34,5,59:30,2021-10-22-Niagara-Penn State,59.5,0 days 00:59:30,Penn State,Niagara
Penn State,Liam Souliere,33,2,60:00,2021-10-22-Niagara-Penn State,60.0,0 days 01:00:00,Penn State,Niagara
North Dakota,EMPTY NET,0,1,1:58,2021-10-22-North Dakota-Quinnipiac,1.9666666666666668,0 days 00:01:58,Quinnipiac,North Dakota
North Dakota,Zach Driscoll,23,4,58:02,2021-10-22-North Dakota-Quinnipiac,58.03333333333333,0 days 00:58:02,Quinnipiac,North Dakota
Quinnipiac,Yaniv Perets,14,2,60:00,2021-10-22-North Dakota-Quinnipiac,60.0,0 days 01:00:00,Quinnipiac,North Dakota
Colorado College,Dominic Basse,40,3,60:00,2021-10-22-Colorado College-Boston College,60.0,0 days 01:00:00,Boston College,Colorado College
Boston College,EMPTY NET,0,1,1:04,2021-10-22-Colorado College-Boston College,1.0666666666666667,0 days 00:01:04,Boston College,Colorado College
Boston College,Eric Dop,15,4,58:56,2021-10-22-Colorado College-Boston College,58.93333333333333,0 days 00:58:56,Boston College,Colorado College
Sacred Heart,EMPTY NET,0,0,0:23,2021-10-22-Sacred Heart-Maine,0.38333333333333336,0 days 00:00:23,Maine,Sacred Heart
Sacred Heart,Justin Robbins,24,0,59:37,2021-10-22-Sacred Heart-Maine,59.61666666666667,0 days 00:59:37,Maine,Sacred Heart
Maine,EMPTY NET,0,0,1:30,2021-10-22-Sacred Heart-Maine,1.5,0 days 00:01:30,Maine,Sacred Heart
Maine,Matthew Thiessen,33,1,58:30,2021-10-22-Sacred Heart-Maine,58.5,0 days 00:58:30,Maine,Sacred Heart
Minnesota Duluth,Ryan Fanti,18,3,60:00,2021-10-22-Minnesota Duluth-Minnesota,60.0,0 days 01:00:00,Minnesota,Minnesota Duluth
Minnesota,EMPTY NET,0,0,2:18,2021-10-22-Minnesota Duluth-Minnesota,2.3,0 days 00:02:18,Minnesota,Minnesota Duluth
Minnesota,Jack LaFontaine,18,5,57:42,2021-10-22-Minnesota Duluth-Minnesota,57.7,0 days 00:57:42,Minnesota,Minnesota Duluth
American Int'l,EMPTY NET,0,1,1:31,2021-10-22-American Int'l-Army,1.5166666666666666,0 days 00:01:31,Army,American Int'l
American Int'l,Jake Kucharski,33,1,58:29,2021-10-22-American Int'l-Army,58.483333333333334,0 days 00:58:29,Army,American Int'l
Army,Gavin Abric,36,0,60:00,2021-10-22-American Int'l-Army,60.0,0 days 01:00:00,Army,American Int'l
Holy Cross,Thomas Gale,17,2,60:00,2021-10-23-Holy Cross-Bentley,60.0,0 days 01:00:00,Bentley,Holy Cross
Bentley,EMPTY NET,0,0,1:42,2021-10-23-Holy Cross-Bentley,1.7,0 days 00:01:42,Bentley,Holy Cross
Bentley,Jason Grande,18,0,38:18,2021-10-23-Holy Cross-Bentley,38.3,0 days 00:38:18,Bentley,Holy Cross
Bentley,Nicholas Grabko,8,3,20:00,2021-10-23-Holy Cross-Bentley,20.0,0 days 00:20:00,Bentley,Holy Cross
Union,EMPTY NET,0,2,1:09,2021-10-23-Union-Lake Superior,1.15,0 days 00:01:09,Lake Superior,Union
Union,Connor Murphy,24,3,58:51,2021-10-23-Union-Lake Superior,58.85,0 days 00:58:51,Lake Superior,Union
Lake Superior,Seth Eisele,21,2,60:00,2021-10-23-Union-Lake Superior,60.0,0 days 01:00:00,Lake Superior,Union
Michigan State,Pierce Charleson,27,4,59:57,2021-10-23-Michigan State-Mass. Lowell,59.95,0 days 00:59:57,Mass. Lowell,Michigan State
Mass. Lowell,EMPTY NET,0,0,0:21,2021-10-23-Michigan State-Mass. Lowell,0.35,0 days 00:00:21,Mass. Lowell,Michigan State
Mass. Lowell,Henry Welsch,27,0,59:39,2021-10-23-Michigan State-Mass. Lowell,59.65,0 days 00:59:39,Mass. Lowell,Michigan State
Wisconsin,EMPTY NET,0,1,1:30,2021-10-23-Wisconsin-St. Cloud State,1.5,0 days 00:01:30,St. Cloud State,Wisconsin
Wisconsin,Jared Moe,33,3,58:30,2021-10-23-Wisconsin-St. Cloud State,58.5,0 days 00:58:30,St. Cloud State,Wisconsin
St. Cloud State,Jaxon Castor,31,1,59:59,2021-10-23-Wisconsin-St. Cloud State,59.983333333333334,0 days 00:59:59,St. Cloud State,Wisconsin
Alaska,EMPTY NET,0,1,1:25,2021-10-23-Alaska-Clarkson,1.4166666666666667,0 days 00:01:25,Clarkson,Alaska
Alaska,Gustavs Davis Grigals,17,3,58:35,2021-10-23-Alaska-Clarkson,58.583333333333336,0 days 00:58:35,Clarkson,Alaska
Clarkson,Ethan Haider,32,2,60:00,2021-10-23-Alaska-Clarkson,60.0,0 days 01:00:00,Clarkson,Alaska
Denver,EMPTY NET,0,1,1:02,2021-10-23-Denver-Boston College,1.0333333333333334,0 days 00:01:02,Boston College,Denver
Denver,Matt Davis,23,4,58:58,2021-10-23-Denver-Boston College,58.96666666666667,0 days 00:58:58,Boston College,Denver
Boston College,Eric Dop,26,1,60:00,2021-10-23-Denver-Boston College,60.0,0 days 01:00:00,Boston College,Denver
Arizona State,EMPTY NET,0,0,0:12,2021-10-23-Arizona State-Colgate,0.2,0 days 00:00:12,Colgate,Arizona State
Arizona State,Ben Kraws,29,3,60:11,2021-10-23-Arizona State-Colgate,60.18333333333333,0 days 01:00:11,Colgate,Arizona State
Colgate,Carter Gylander,34,4,60:23,2021-10-23-Arizona State-Colgate,60.38333333333333,0 days 01:00:23,Colgate,Arizona State
Colorado College,EMPTY NET,0,0,2:14,2021-10-23-Colorado College-Northeastern,2.2333333333333334,0 days 00:02:14,Northeastern,Colorado College
Colorado College,Dominic Basse,28,1,57:46,2021-10-23-Colorado College-Northeastern,57.766666666666666,0 days 00:57:46,Northeastern,Colorado College
Northeastern,Devon Levi,25,0,60:00,2021-10-23-Colorado College-Northeastern,60.0,0 days 01:00:00,Northeastern,Colorado College
North Dakota,Zach Driscoll,35,1,60:00,2021-10-23-North Dakota-Quinnipiac,60.0,0 days 01:00:00,Quinnipiac,North Dakota
Quinnipiac,EMPTY NET,0,0,2:56,2021-10-23-North Dakota-Quinnipiac,2.9333333333333336,0 days 00:02:56,Quinnipiac,North Dakota
Quinnipiac,Dylan St. Cyr,16,3,57:04,2021-10-23-North Dakota-Quinnipiac,57.06666666666667,0 days 00:57:04,Quinnipiac,North Dakota
Rensselaer,Linden Marshall,28,1,60:00,2021-10-23-Rensselaer-Vermont,60.0,0 days 01:00:00,Vermont,Rensselaer
Vermont,EMPTY NET,0,0,2:00,2021-10-23-Rensselaer-Vermont,2.0,0 days 00:02:00,Vermont,Rensselaer
Vermont,Tyler Harmon,26,2,58:00,2021-10-23-Rensselaer-Vermont,58.0,0 days 00:58:00,Vermont,Rensselaer
Miami,EMPTY NET,0,1,1:11,2021-10-23-Miami-Bowling Green,1.1833333333333333,0 days 00:01:11,Bowling Green,Miami
Miami,Ludvig Persson,21,5,58:49,2021-10-23-Miami-Bowling Green,58.81666666666667,0 days 00:58:49,Bowling Green,Miami
Bowling Green,Zack Rose,13,4,60:00,2021-10-23-Miami-Bowling Green,60.0,0 days 01:00:00,Bowling Green,Miami
Minnesota,EMPTY NET,0,0,1:40,2021-10-23-Minnesota-Minnesota Duluth,1.6666666666666665,0 days 00:01:40,Minnesota Duluth,Minnesota
Minnesota,Jack LaFontaine,24,2,58:20,2021-10-23-Minnesota-Minnesota Duluth,58.333333333333336,0 days 00:58:20,Minnesota Duluth,Minnesota
Minnesota Duluth,Ryan Fanti,28,1,60:00,2021-10-23-Minnesota-Minnesota Duluth,60.0,0 days 01:00:00,Minnesota Duluth,Minnesota
Bemidji State,Mattias Sholl,35,3,59:58,2021-10-23-Bemidji State-Northern Michigan,59.96666666666667,0 days 00:59:58,Northern Michigan,Bemidji State
Northern Michigan,EMPTY NET,0,0,2:32,2021-10-23-Bemidji State-Northern Michigan,2.533333333333333,0 days 00:02:32,Northern Michigan,Bemidji State
Northern Michigan,Rico DiMatteo,23,4,57:28,2021-10-23-Bemidji State-Northern Michigan,57.46666666666667,0 days 00:57:28,Northern Michigan,Bemidji State
Ferris State,EMPTY NET,0,0,1:58,2021-10-23-Ferris State-St. Thomas,1.9666666666666668,0 days 00:01:58,St. Thomas,Ferris State
Ferris State,Logan Stein,22,5,46:18,2021-10-23-Ferris State-St. Thomas,46.3,0 days 00:46:18,St. Thomas,Ferris State
Ferris State,Carter McPhail,2,0,11:44,2021-10-23-Ferris State-St. Thomas,11.733333333333333,0 days 00:11:44,St. Thomas,Ferris State
St. Thomas,Peter Thome,27,2,59:57,2021-10-23-Ferris State-St. Thomas,59.95,0 days 00:59:57,St. Thomas,Ferris State
Merrimack,EMPTY NET,0,0,0:35,2021-10-23-Merrimack-Boston University,0.5833333333333334,0 days 00:00:35,Boston University,Merrimack
Merrimack,Troy Kobryn,20,4,47:34,2021-10-23-Merrimack-Boston University,47.56666666666667,0 days 00:47:34,Boston University,Merrimack
Merrimack,Zachary Borgiel,2,4,11:51,2021-10-23-Merrimack-Boston University,11.85,0 days 00:11:51,Boston University,Merrimack
Boston University,EMPTY NET,0,0,0:11,2021-10-23-Merrimack-Boston University,0.18333333333333332,0 days 00:00:11,Boston University,Merrimack
Boston University,Drew Commesso,26,6,59:49,2021-10-23-Merrimack-Boston University,59.81666666666667,0 days 00:59:49,Boston University,Merrimack
Providence,Jaxson Stauber,26,0,60:00,2021-10-24-Providence-New Hampshire,60.0,0 days 01:00:00,New Hampshire,Providence
New Hampshire,EMPTY NET,0,0,3:00,2021-10-24-Providence-New Hampshire,3.0,0 days 00:03:00,New Hampshire,Providence
New Hampshire,Mike Robinson,22,2,57:00,2021-10-24-Providence-New Hampshire,57.0,0 days 00:57:00,New Hampshire,Providence
Connecticut,Darion Hanson,28,3,60:00,2021-10-26-Connecticut-Northeastern,60.0,0 days 01:00:00,Northeastern,Connecticut
Northeastern,EMPTY NET,0,0,1:11,2021-10-26-Connecticut-Northeastern,1.1833333333333333,0 days 00:01:11,Northeastern,Connecticut
Northeastern,Devon Levi,36,5,58:49,2021-10-26-Connecticut-Northeastern,58.81666666666667,0 days 00:58:49,Northeastern,Connecticut
Holy Cross,Thomas Gale,37,5,60:00,2021-10-26-Holy Cross-Quinnipiac,60.0,0 days 01:00:00,Quinnipiac,Holy Cross
Quinnipiac,EMPTY NET,0,0,0:32,2021-10-26-Holy Cross-Quinnipiac,0.5333333333333333,0 days 00:00:32,Quinnipiac,Holy Cross
Quinnipiac,Dylan St. Cyr,19,2,59:28,2021-10-26-Holy Cross-Quinnipiac,59.46666666666667,0 days 00:59:28,Quinnipiac,Holy Cross
Niagara,EMPTY NET,0,0,0:33,2021-10-29-Niagara-Sacred Heart,0.55,0 days 00:00:33,Sacred Heart,Niagara
Niagara,Chad Veltri,23,1,59:27,2021-10-29-Niagara-Sacred Heart,59.45,0 days 00:59:27,Sacred Heart,Niagara
Sacred Heart,EMPTY NET,0,2,0:27,2021-10-29-Niagara-Sacred Heart,0.45,0 days 00:00:27,Sacred Heart,Niagara
Sacred Heart,Justin Robbins,27,2,59:33,2021-10-29-Niagara-Sacred Heart,59.55,0 days 00:59:33,Sacred Heart,Niagara
Mercyhurst,EMPTY NET,0,0,0:12,2021-10-29-Mercyhurst-RIT,0.2,0 days 00:00:12,RIT,Mercyhurst
Mercyhurst,Hank Johnson,32,3,64:48,2021-10-29-Mercyhurst-RIT,64.8,0 days 01:04:48,RIT,Mercyhurst
RIT,Kolby Matthews,22,3,64:58,2021-10-29-Mercyhurst-RIT,64.96666666666667,0 days 01:04:58,RIT,Mercyhurst
Michigan State,Drew DeRidder,41,1,60:00,2021-10-29-Michigan State-Ohio State,60.0,0 days 01:00:00,Ohio State,Michigan State
Ohio State,EMPTY NET,0,0,0:45,2021-10-29-Michigan State-Ohio State,0.75,0 days 00:00:45,Ohio State,Michigan State
Ohio State,Jakub Dobes,15,2,59:15,2021-10-29-Michigan State-Ohio State,59.25,0 days 00:59:15,Ohio State,Michigan State
Wisconsin,Cameron Rowe,32,2,60:00,2021-10-29-Wisconsin-Michigan,60.0,0 days 01:00:00,Michigan,Wisconsin
Michigan,EMPTY NET,0,1,2:15,2021-10-29-Wisconsin-Michigan,2.25,0 days 00:02:15,Michigan,Wisconsin
Michigan,Erik Portillo,19,3,57:45,2021-10-29-Wisconsin-Michigan,57.75,0 days 00:57:45,Michigan,Wisconsin
Notre Dame,EMPTY NET,0,1,1:30,2021-10-29-Notre Dame-Minnesota,1.5,0 days 00:01:30,Minnesota,Notre Dame
Notre Dame,Matthew Galajda,25,3,58:30,2021-10-29-Notre Dame-Minnesota,58.5,0 days 00:58:30,Minnesota,Notre Dame
Minnesota,Jack LaFontaine,28,1,60:00,2021-10-29-Notre Dame-Minnesota,60.0,0 days 01:00:00,Minnesota,Notre Dame
Rensselaer,Linden Marshall,23,2,60:00,2021-10-29-Rensselaer-Union,60.0,0 days 01:00:00,Union,Rensselaer
Union,EMPTY NET,0,1,1:38,2021-10-29-Rensselaer-Union,1.6333333333333333,0 days 00:01:38,Union,Rensselaer
Union,Connor Murphy,27,3,58:22,2021-10-29-Rensselaer-Union,58.36666666666667,0 days 00:58:22,Union,Rensselaer
Boston College,EMPTY NET,0,0,0:20,2021-10-29-Boston College-Vermont,0.3333333333333333,0 days 00:00:20,Vermont,Boston College
Boston College,Eric Dop,16,5,62:40,2021-10-29-Boston College-Vermont,62.666666666666664,0 days 01:02:40,Vermont,Boston College
Vermont,EMPTY NET,0,0,0:54,2021-10-29-Boston College-Vermont,0.9,0 days 00:00:54,Vermont,Boston College
Vermont,Gabe Carriere,39,4,62:06,2021-10-29-Boston College-Vermont,62.1,0 days 01:02:06,Vermont,Boston College
Mass. Lowell,Owen Savory,29,0,60:00,2021-10-29-Mass. Lowell-Boston University,60.0,0 days 01:00:00,Boston University,Mass. Lowell
Boston University,EMPTY NET,0,0,1:22,2021-10-29-Mass. Lowell-Boston University,1.3666666666666667,0 days 00:01:22,Boston University,Mass. Lowell
Boston University,Drew Commesso,19,3,58:38,2021-10-29-Mass. Lowell-Boston University,58.63333333333333,0 days 00:58:38,Boston University,Mass. Lowell
Ferris State,EMPTY NET,0,0,1:33,2021-10-29-Ferris State-Canisius,1.55,0 days 00:01:33,Canisius,Ferris State
Ferris State,Logan Stein,38,4,58:27,2021-10-29-Ferris State-Canisius,58.45,0 days 00:58:27,Canisius,Ferris State
Canisius,Jake Barczewski,25,3,59:58,2021-10-29-Ferris State-Canisius,59.96666666666667,0 days 00:59:58,Canisius,Ferris State
Western Michigan,Brandon Bussi,20,5,59:56,2021-10-29-Western Michigan-Colgate,59.93333333333333,0 days 00:59:56,Colgate,Western Michigan
Colgate,EMPTY NET,0,0,0:56,2021-10-29-Western Michigan-Colgate,0.9333333333333333,0 days 00:00:56,Colgate,Western Michigan
Colgate,Carter Gylander,47,6,59:04,2021-10-29-Western Michigan-Colgate,59.06666666666667,0 days 00:59:04,Colgate,Western Michigan
Michigan Tech,Blake Pietila,22,0,60:00,2021-10-29-Michigan Tech-Clarkson,60.0,0 days 01:00:00,Clarkson,Michigan Tech
Clarkson,EMPTY NET,0,1,1:37,2021-10-29-Michigan Tech-Clarkson,1.6166666666666667,0 days 00:01:37,Clarkson,Michigan Tech
Clarkson,Ethan Haider,20,2,58:23,2021-10-29-Michigan Tech-Clarkson,58.38333333333333,0 days 00:58:23,Clarkson,Michigan Tech
Colorado College,EMPTY NET,0,0,0:51,2021-10-29-Colorado College-Air Force,0.85,0 days 00:00:51,Air Force,Colorado College
Colorado College,Dominic Basse,30,5,60:04,2021-10-29-Colorado College-Air Force,60.06666666666667,0 days 01:00:04,Air Force,Colorado College
Air Force,Alex Schilling,20,4,60:55,2021-10-29-Colorado College-Air Force,60.916666666666664,0 days 01:00:55,Air Force,Colorado College
St. Thomas,EMPTY NET,0,1,1:10,2021-10-29-St. Thomas-Arizona State,1.1666666666666667,0 days 00:01:10,Arizona State,St. Thomas
St. Thomas,Peter Thome,45,4,58:50,2021-10-29-St. Thomas-Arizona State,58.833333333333336,0 days 00:58:50,Arizona State,St. Thomas
Arizona State,Ben Kraws,15,2,60:00,2021-10-29-St. Thomas-Arizona State,60.0,0 days 01:00:00,Arizona State,St. Thomas
Bowling Green,Zack Rose,38,2,60:00,2021-10-29-Bowling Green-Bemidji State,60.0,0 days 01:00:00,Bemidji State,Bowling Green
Bemidji State,EMPTY NET,0,0,1:32,2021-10-29-Bowling Green-Bemidji State,1.5333333333333332,0 days 00:01:32,Bemidji State,Bowling Green
Bemidji State,Mattias Sholl,19,3,58:28,2021-10-29-Bowling Green-Bemidji State,58.46666666666667,0 days 00:58:28,Bemidji State,Bowling Green
Northern Michigan,EMPTY NET,0,1,0:31,2021-10-29-Northern Michigan-Minnesota State,0.5166666666666667,0 days 00:00:31,Minnesota State,Northern Michigan
Northern Michigan,Rico DiMatteo,43,3,59:29,2021-10-29-Northern Michigan-Minnesota State,59.483333333333334,0 days 00:59:29,Minnesota State,Northern Michigan
Minnesota State,Dryden McKay,16,2,60:00,2021-10-29-Northern Michigan-Minnesota State,60.0,0 days 01:00:00,Minnesota State,Northern Michigan
Niagara,EMPTY NET,0,1,1:53,2021-10-30-Niagara-Sacred Heart,1.8833333333333333,0 days 00:01:53,Sacred Heart,Niagara
Niagara,Jake Sibell,33,2,58:07,2021-10-30-Niagara-Sacred Heart,58.11666666666667,0 days 00:58:07,Sacred Heart,Niagara
Sacred Heart,Justin Robbins,26,1,60:00,2021-10-30-Niagara-Sacred Heart,60.0,0 days 01:00:00,Sacred Heart,Niagara
Mercyhurst,EMPTY NET,0,0,1:38,2021-10-30-Mercyhurst-RIT,1.6333333333333333,0 days 00:01:38,RIT,Mercyhurst
Mercyhurst,Kyle McClellan,33,3,58:22,2021-10-30-Mercyhurst-RIT,58.36666666666667,0 days 00:58:22,RIT,Mercyhurst
RIT,EMPTY NET,0,0,0:13,2021-10-30-Mercyhurst-RIT,0.21666666666666667,0 days 00:00:13,RIT,Mercyhurst
RIT,Kolby Matthews,29,1,59:47,2021-10-30-Mercyhurst-RIT,59.78333333333333,0 days 00:59:47,RIT,Mercyhurst
Michigan State,EMPTY NET,0,0,0:26,2021-10-30-Michigan State-Ohio State,0.43333333333333335,0 days 00:00:26,Ohio State,Michigan State
Michigan State,Drew DeRidder,29,4,59:34,2021-10-30-Michigan State-Ohio State,59.56666666666667,0 days 00:59:34,Ohio State,Michigan State
Ohio State,Jakub Dobes,19,1,60:00,2021-10-30-Michigan State-Ohio State,60.0,0 days 01:00:00,Ohio State,Michigan State
Notre Dame,EMPTY NET,0,0,0:44,2021-10-30-Notre Dame-Minnesota,0.7333333333333333,0 days 00:00:44,Minnesota,Notre Dame
