Season_Year,Team,Conference
1987,Ohio State,CCHA
1987,Plattsburgh,None
1987,Princeton,ECAC
1987,Providence,Hockey East
1987,RPI,ECAC
1987,Royal Military,None
1987,St. Cloud State,None
1987,St. Lawrence,ECAC
1987,U.S. International,None
1987,Vermont,ECAC
1987,Western Michigan,CCHA
1987,Williams,None
1987,Wisconsin,WCHA
1987,Yale,ECAC
1988,409,None
1988,Air Force,None
1988,Alabama-Huntsville,None
1988,Alaska-Anchorage,None
1988,Alaska-Fairbanks,None
1988,Army,ECAC
1988,Boston College,Hockey East
1988,Boston University,Hockey East
1988,Bowling Green,CCHA
1988,Brown,ECAC
1988,Clarkson,ECAC
1988,Colgate,ECAC
1988,Colorado College,WCHA
1988,Cornell,ECAC
1988,Dartmouth,ECAC
1988,Denver,WCHA
1988,Ferris State,CCHA
1988,Harvard,ECAC
1988,Holy Cross,None
1988,Illinois-Chicago,CCHA
1988,Lake Forest,None
1988,Lake Superior,CCHA
1988,Lowell,Hockey East
1988,Maine,Hockey East
1988,Merrimack,None
1988,Miami,CCHA
1988,Michigan,CCHA
1988,Michigan State,CCHA
1988,Michigan Tech,WCHA
1988,Minnesota,WCHA
1988,Minnesota-Duluth,WCHA
1988,New Hampshire,Hockey East
1988,North Dakota,WCHA
1988,Northeastern,Hockey East
1988,Northern Michigan,WCHA
1988,Notre Dame,None
1988,Ohio State,CCHA
1988,Princeton,ECAC
1988,Providence,Hockey East
1988,RPI,ECAC
1988,Royal Military,None
1988,St. Cloud State,WCHA
1988,St. Lawrence,ECAC
1988,Vermont,ECAC
1988,Villanova,None
1988,Western Michigan,CCHA
1988,Western Ontario,None
1988,Williams,None
1988,Wisconsin,WCHA
1988,Yale,ECAC
1989,409,None
1989,Air Force,None
1989,Alabama-Huntsville,Hockey East
1989,Alaska-Anchorage,None
1989,Alaska-Fairbanks,None
1989,Army,ECAC
1989,Boston College,Hockey East
1989,Boston University,Hockey East
1989,Bowling Green,CCHA
1989,Brown,ECAC
1989,Clarkson,ECAC
1989,Colgate,ECAC
1989,Colorado College,WCHA
1989,Cornell,ECAC
1989,Dartmouth,ECAC
1989,Denver,WCHA
1989,Ferris State,CCHA
1989,Harvard,ECAC
1989,Illinois-Chicago,CCHA
1989,Kent State,Hockey East
1989,Lake Superior,CCHA
1989,Lowell,Hockey East
1989,Maine,Hockey East
1989,Merrimack,Hockey East
1989,Miami,CCHA
1989,Mich.-Dearborn,None
1989,Michigan,CCHA
1989,Michigan State,CCHA
1989,Michigan Tech,WCHA
1989,Minnesota,WCHA
1989,Minnesota-Duluth,WCHA
1989,New Hampshire,Hockey East
1989,North Dakota,WCHA
1989,Northeastern,Hockey East
1989,Northern Michigan,WCHA
1989,Notre Dame,None
1989,Ohio State,CCHA
1989,Princeton,ECAC
1989,Providence,Hockey East
1989,RPI,ECAC
1989,Royal Military,None
1989,St. Cloud State,None
1989,St. Lawrence,ECAC
1989,Vermont,ECAC
1989,Western Michigan,CCHA
1989,Williams,None
1989,Wisconsin,WCHA
1989,Yale,ECAC
1990,409,None
1990,Air Force,None
1990,Alabama-Huntsville,None
1990,Alaska-Anchorage,None
1990,Alaska-Fairbanks,None
1990,Army,ECAC
1990,Boston College,Hockey East
1990,Boston University,Hockey East
1990,Bowling Green,CCHA
1990,Brown,ECAC
1990,Clarkson,ECAC
1990,Colgate,ECAC
1990,Colorado College,WCHA
1990,Cornell,ECAC
1990,Dartmouth,ECAC
1990,Denver,WCHA
1990,Ferris State,CCHA
1990,Harvard,ECAC
1990,Holy Cross,None
1990,Illinois-Chicago,CCHA
1990,Kent State,None
1990,Lake Superior,CCHA
1990,Maine,Hockey East
1990,Mass.-Lowell,Hockey East
1990,Merrimack,Hockey East
1990,Miami,CCHA
1990,Michigan,CCHA
1990,Michigan State,CCHA
1990,Michigan Tech,WCHA
1990,Minnesota,WCHA
1990,Minnesota-Duluth,WCHA
1990,New Hampshire,Hockey East
1990,North Dakota,WCHA
1990,Northeastern,Hockey East
1990,Northern Michigan,WCHA
1990,Notre Dame,None
1990,Ohio State,CCHA
1990,Princeton,ECAC
1990,Providence,Hockey East
1990,RPI,ECAC
1990,Royal Military,None
1990,St. Cloud State,WCHA
1990,St. Lawrence,ECAC
1990,Vermont,ECAC
1990,Villanova,None
1990,Western Michigan,CCHA
1990,Wisconsin,WCHA
1990,Yale,ECAC
1991,409,None
1991,Air Force,None
1991,Alabama-Huntsville,None
1991,Alaska-Anchorage,None
1991,Alaska-Fairbanks,None
1991,American Int'l,None
1991,Army,None
1991,Boston College,Hockey East
1991,Boston University,Hockey East
1991,Bowling Green,CCHA
1991,Brown,ECAC
1991,Clarkson,ECAC
1991,Colgate,ECAC
1991,Colorado College,WCHA
1991,Concordia,None
1991,Connecticut,None
1991,Cornell,ECAC
1991,Dartmouth,ECAC
1991,Denver,WCHA
1991,Elmira,None
1991,Ferris State,CCHA
1991,Harvard,ECAC
1991,Illinois-Chicago,CCHA
1991,Kent State,None
1991,Lake Superior,CCHA
1991,Maine,Hockey East
1991,Mass.-Boston,None
1991,Mass.-Lowell,Hockey East
1991,Merrimack,Hockey East
1991,Miami,CCHA
1991,Michigan,CCHA
1991,Michigan State,CCHA
1991,Michigan Tech,WCHA
1991,Minnesota,WCHA
1991,Minnesota-Duluth,WCHA
1991,New England Coll,None
1991,New Hampshire,Hockey East
1991,North Dakota,WCHA
1991,Northeastern,Hockey East
1991,Northern Michigan,WCHA
1991,Notre Dame,CCHA
1991,Ohio State,CCHA
1991,Princeton,ECAC
1991,Providence,Hockey East
1991,Queen's,None
1991,RPI,ECAC
1991,Royal Military,None
1991,Salem State,None
1991,Scranton,None
1991,St. Cloud State,WCHA
1991,St. Lawrence,ECAC
1991,Union,ECAC
1991,Vermont,ECAC
1991,Villanova,None
1991,Western Michigan,CCHA
1991,Wisconsin,WCHA
1991,Yale,ECAC
1992,409,None
1992,Air Force,None
1992,Alabama-Huntsville,None
1992,Alaska-Anchorage,None
1992,Alaska-Fairbanks,None
1992,American Int'l,None
1992,Army,None
1992,Boston College,Hockey East
1992,Boston University,Hockey East
1992,Bowling Green,CCHA
1992,Brock,None
1992,Brown,ECAC
1992,Canisius,None
1992,Clarkson,ECAC
1992,Colgate,ECAC
1992,Colorado College,WCHA
1992,Connecticut,None
1992,Cornell,ECAC
1992,Dartmouth,ECAC
1992,Denver,WCHA
1992,Fairfield,None
1992,Ferris State,CCHA
1992,Harvard,ECAC
1992,Illinois-Chicago,CCHA
1992,Kent State,CCHA
1992,Lake Superior,CCHA
1992,Maine,Hockey East
1992,Mass.-Boston,None
1992,Mass.-Lowell,Hockey East
1992,Merrimack,Hockey East
1992,Miami,CCHA
1992,Michigan,CCHA
1992,Michigan State,CCHA
1992,Michigan Tech,WCHA
1992,Minnesota,WCHA
1992,Minnesota-Duluth,WCHA
1992,New England Coll,None
1992,New Hampshire,Hockey East
1992,North Dakota,WCHA
1992,Northeastern,Hockey East
1992,Northern Michigan,WCHA
1992,Notre Dame,CCHA
1992,Ohio State,CCHA
1992,Plattsburgh,None
1992,Princeton,ECAC
1992,Providence,Hockey East
1992,RPI,ECAC
1992,Royal Military,None
1992,Ryerson,None
1992,Salem State,None
1992,Scranton,None
1992,St. Bonaventure,None
1992,St. Cloud State,WCHA
1992,St. Lawrence,ECAC
1992,Union,ECAC
1992,Vermont,ECAC
1992,Villanova,None
1992,Western Michigan,CCHA
1992,Wisconsin,WCHA
1992,Yale,ECAC
1993,409,None
1993,Air Force,None
1993,Alaska-Anchorage,WCHA
1993,Alaska-Fairbanks,None
1993,Army,None
1993,Bentley,None
1993,Boston College,Hockey East
1993,Boston University,Hockey East
1993,Bowling Green,CCHA
1993,Brown,ECAC
1993,Canisius,None
1993,Clarkson,ECAC
1993,Colgate,ECAC
1993,Colorado College,WCHA
1993,Concordia,None
1993,Connecticut,None
1993,Cornell,ECAC
1993,Dartmouth,ECAC
1993,Denver,WCHA
1993,Fairfield,None
1993,Ferris State,CCHA
1993,Harvard,ECAC
1993,Holy Cross,None
1993,Illinois-Chicago,CCHA
1993,Kent State,CCHA
1993,Lake Superior,CCHA
1993,MCLA,None
1993,Maine,Hockey East
1993,Mass.-Lowell,Hockey East
1993,Massachusetts,None
1993,Merrimack,Hockey East
1993,Miami,CCHA
1993,Michigan,CCHA
1993,Michigan State,CCHA
1993,Michigan Tech,WCHA
1993,Minnesota,WCHA
1993,Minnesota-Duluth,WCHA
1993,New Hampshire,Hockey East
1993,North Dakota,WCHA
1993,Northeastern,Hockey East
1993,Northern Michigan,WCHA
1993,Notre Dame,CCHA
1993,Ohio State,CCHA
1993,Princeton,ECAC
1993,Providence,Hockey East
1993,RPI,ECAC
1993,Royal Military,None
1993,Ryerson,None
1993,Scranton,None
1993,St. Cloud State,WCHA
1993,St. Lawrence,ECAC
1993,Union,ECAC
1993,Vermont,ECAC
1993,Villanova,None
1993,Western Michigan,CCHA
1993,Wisconsin,WCHA
1993,Yale,ECAC
1994,409,None
1994,Air Force,None
1994,Alaska-Anchorage,WCHA
1994,Alaska-Fairbanks,None
1994,Army,None
1994,Bentley,None
1994,Boston College,Hockey East
1994,Boston University,Hockey East
1994,Bowling Green,CCHA
1994,Brockport,None
1994,Brown,ECAC
1994,Canisius,None
1994,Clarkson,ECAC
1994,Colgate,ECAC
1994,Colorado College,WCHA
1994,Connecticut,None
1994,Connecticut Coll,None
1994,Cornell,ECAC
1994,Dartmouth,ECAC
1994,Denver,WCHA
1994,Elmira,None
1994,Fairfield,None
1994,Ferris State,CCHA
1994,Harvard,ECAC
1994,Hobart,None
1994,Holy Cross,None
1994,Illinois-Chicago,CCHA
1994,Lake Superior,CCHA
1994,MCLA,None
1994,Maine,Hockey East
1994,Mass.-Lowell,Hockey East
1994,Massachusetts,Hockey East
1994,Merrimack,Hockey East
1994,Miami,CCHA
1994,Michigan,CCHA
1994,Michigan State,CCHA
1994,Michigan Tech,WCHA
1994,Minnesota,WCHA
1994,Minnesota-Duluth,WCHA
1994,New Hampshire,Hockey East
1994,North Dakota,WCHA
1994,Northeastern,Hockey East
1994,Northern Michigan,WCHA
1994,Notre Dame,CCHA
1994,Ohio State,CCHA
1994,Princeton,ECAC
1994,Providence,Hockey East
1994,RPI,ECAC
1994,Royal Military,None
1994,Scranton,None
1994,St. Cloud State,WCHA
1994,St. Lawrence,ECAC
1994,Tufts,None
1994,Union,ECAC
1994,Vermont,ECAC
1994,Villanova,None
1994,Western Michigan,CCHA
1994,Williams,None
1994,Wisconsin,WCHA
1994,Yale,ECAC
1994,Yaroslavl,None
1995,409,None
1995,Air Force,None
1995,Alaska-Anchorage,WCHA
1995,Alaska-Fairbanks,CCHA
1995,Army,None
1995,Bentley,None
1995,Boston College,Hockey East
1995,Boston University,Hockey East
1995,Bowling Green,CCHA
1995,Brockport,None
1995,Brown,ECAC
1995,Canisius,None
1995,Clarkson,ECAC
1995,Colgate,ECAC
1995,Colorado College,WCHA
1995,Cornell,ECAC
1995,Dartmouth,ECAC
1995,Denver,WCHA
1995,Fairfield,None
1995,Ferris State,CCHA
1995,Framingham State,None
1995,Harvard,ECAC
1995,Hobart,None
1995,Holy Cross,None
1995,Illinois-Chicago,CCHA
1995,Lake Superior,CCHA
1995,Maine,Hockey East
1995,Mass.-Lowell,Hockey East
1995,Massachusetts,Hockey East
1995,Merrimack,Hockey East
1995,Miami,CCHA
1995,Michigan,CCHA
1995,Michigan State,CCHA
1995,Michigan Tech,WCHA
1995,Minnesota,WCHA
1995,Minnesota-Duluth,WCHA
1995,New Hampshire,Hockey East
1995,Nichols,None
1995,North Dakota,WCHA
1995,Northeastern,Hockey East
1995,Northern Michigan,WCHA
1995,Notre Dame,CCHA
1995,Ohio State,CCHA
1995,Plattsburgh,None
1995,Princeton,ECAC
1995,Providence,Hockey East
1995,Quinnipiac,None
1995,RPI,ECAC
1995,Royal Military,None
1995,Sacred Heart,None
1995,Scranton,None
1995,St. Cloud State,WCHA
1995,St. Lawrence,ECAC
1995,St. Michael's,None
1995,Union,ECAC
1995,Vermont,ECAC
1995,Villanova,None
1995,Western Michigan,CCHA
1995,Wisconsin,WCHA
1995,Yale,ECAC
1996,409,None
1996,Air Force,None
1996,Alaska-Anchorage,WCHA
1996,Alaska-Fairbanks,CCHA
1996,Army,None
1996,Boston College,Hockey East
1996,Boston University,Hockey East
1996,Bowdoin,None
1996,Bowling Green,CCHA
1996,Brockport,None
1996,Brown,ECAC
1996,Canisius,None
1996,Clarkson,ECAC
1996,Colgate,ECAC
1996,Colorado College,WCHA
1996,Connecticut,None
1996,Cornell,ECAC
1996,Cortland,None
1996,Dartmouth,ECAC
1996,Denver,WCHA
1996,Fairfield,None
1996,Ferris State,CCHA
1996,Harvard,ECAC
1996,Holy Cross,None
1996,Lake Superior,CCHA
1996,MSU-Mankato,None
1996,Maine,Hockey East
1996,Mass.-Lowell,Hockey East
1996,Massachusetts,Hockey East
1996,Merrimack,Hockey East
1996,Miami,CCHA
1996,Michigan,CCHA
1996,Michigan State,CCHA
1996,Michigan Tech,WCHA
1996,Minnesota,WCHA
1996,Minnesota-Duluth,WCHA
1996,New Hampshire,Hockey East
1996,Niagara,None
1996,North Dakota,WCHA
1996,Northeastern,Hockey East
1996,Northern Michigan,WCHA
1996,Notre Dame,CCHA
1996,Ohio State,CCHA
1996,Princeton,ECAC
1996,Providence,Hockey East
1996,Quinnipiac,None
1996,RPI,ECAC
1996,Royal Military,None
1996,St. Cloud State,WCHA
1996,St. Lawrence,ECAC
1996,St. Michael's,None
1996,Union,ECAC
1996,Vermont,ECAC
1996,Villanova,None
1996,Western Michigan,CCHA
1996,Williams,None
1996,Wisconsin,WCHA
1996,Yale,ECAC
1997,409,None
1997,Air Force,None
1997,Alaska-Anchorage,WCHA
1997,Alaska-Fairbanks,CCHA
1997,Army,None
1997,Boston College,Hockey East
1997,Boston University,Hockey East
1997,Bowling Green,CCHA
1997,Brown,ECAC
1997,Canisius,None
1997,Clarkson,ECAC
1997,Colgate,ECAC
1997,Colorado College,WCHA
1997,Connecticut,None
1997,Connecticut Coll,None
1997,Cornell,ECAC
1997,Dartmouth,ECAC
1997,Denver,WCHA
1997,Fairfield,None
1997,Ferris State,CCHA
1997,Findlay,None
1997,Harvard,ECAC
1997,Holy Cross,None
1997,Lake Superior,CCHA
1997,MSU-Mankato,None
1997,Maine,Hockey East
1997,Mass.-Lowell,Hockey East
1997,Massachusetts,Hockey East
1997,Merrimack,Hockey East
1997,Miami,CCHA
1997,Michigan,CCHA
1997,Michigan State,CCHA
1997,Michigan Tech,WCHA
1997,Minnesota,WCHA
1997,Minnesota-Duluth,WCHA
1997,Nebraska-Omaha,None
1997,New Hampshire,Hockey East
1997,Niagara,None
1997,Nichols,None
1997,North Dakota,WCHA
1997,Northeastern,Hockey East
1997,Northern Michigan,CCHA
1997,Notre Dame,CCHA
1997,Ohio State,CCHA
1997,Princeton,ECAC
1997,Providence,Hockey East
1997,Quinnipiac,None
1997,RPI,ECAC
1997,Royal Military,None
1997,Sacred Heart,None
1997,Scranton,None
1997,St. Anselm,None
1997,St. Cloud State,WCHA
1997,St. Lawrence,ECAC
1997,St. Michael's,None
1997,Union,ECAC
1997,Vermont,ECAC
1997,Villanova,None
1997,Western Michigan,CCHA
1997,Wisconsin,WCHA
1997,Yale,ECAC
1998,Air Force,None
1998,Alabama-Huntsville,None
1998,Alaska-Anchorage,WCHA
1998,Alaska-Fairbanks,CCHA
1998,American Int'l,MAAC
1998,Army,MAAC
1998,Boston College,Hockey East
1998,Boston University,Hockey East
1998,Bowling Green,CCHA
1998,Brown,ECAC
1998,Canisius,MAAC
1998,Clarkson,ECAC
1998,Colgate,ECAC
1998,Colorado College,WCHA
1998,Connecticut,MAAC
1998,Cornell,ECAC
1998,Dartmouth,ECAC
1998,Denver,WCHA
1998,Fairfield,MAAC
1998,Ferris State,CCHA
1998,Harvard,ECAC
1998,Holy Cross,MAAC
1998,Iona,MAAC
1998,Lake Superior,CCHA
1998,MSU-Mankato,None
1998,Maine,Hockey East
1998,Mass.-Lowell,Hockey East
1998,Massachusetts,Hockey East
1998,Merrimack,Hockey East
1998,Miami,CCHA
1998,Michigan,CCHA
1998,Michigan State,CCHA
1998,Michigan Tech,WCHA
1998,Minnesota,WCHA
1998,Minnesota-Duluth,WCHA
1998,Nebraska-Omaha,None
1998,New Hampshire,Hockey East
1998,Niagara,None
1998,North Dakota,WCHA
1998,Northeastern,Hockey East
1998,Northern Michigan,CCHA
1998,Notre Dame,CCHA
1998,Ohio State,CCHA
1998,Princeton,ECAC
1998,Providence,Hockey East
1998,Quinnipiac,MAAC
1998,RPI,ECAC
1998,Sacred Heart,MAAC
1998,St. Cloud State,WCHA
1998,St. Lawrence,ECAC
1998,Union,ECAC
1998,Vermont,ECAC
1998,Western Michigan,CCHA
1998,Wisconsin,WCHA
1998,Yale,ECAC
1999,Air Force,CHA
1999,Alabama-Huntsville,CHA
1999,Alaska-Anchorage,WCHA
1999,Alaska-Fairbanks,CCHA
1999,American Int'l,MAAC
1999,Army,CHA
1999,Bemidji State,CHA
1999,Bentley,MAAC
1999,Boston College,Hockey East
1999,Boston University,Hockey East
1999,Bowling Green,CCHA
1999,Brown,ECAC
1999,Canisius,MAAC
1999,Clarkson,ECAC
1999,Colgate,ECAC
1999,Colorado College,WCHA
1999,Connecticut,MAAC
1999,Cornell,ECAC
1999,Dartmouth,ECAC
1999,Denver,WCHA
1999,Fairfield,MAAC
1999,Ferris State,CCHA
1999,Findlay,CHA
1999,Harvard,ECAC
1999,Holy Cross,MAAC
1999,Iona,MAAC
1999,Lake Superior,CCHA
1999,Maine,Hockey East
1999,Mass.-Lowell,Hockey East
1999,Massachusetts,Hockey East
1999,Mercyhurst,MAAC
1999,Merrimack,Hockey East
1999,Miami,CCHA
1999,Michigan,CCHA
1999,Michigan State,CCHA
1999,Michigan Tech,WCHA
1999,Minnesota,WCHA
1999,Minnesota State,WCHA
1999,Minnesota-Duluth,WCHA
1999,Nebraska-Omaha,CCHA
1999,New Hampshire,Hockey East
1999,Niagara,CHA
1999,North Dakota,WCHA
1999,Northeastern,Hockey East
1999,Northern Michigan,CCHA
1999,Notre Dame,CCHA
1999,Ohio State,CCHA
1999,Princeton,ECAC
1999,Providence,Hockey East
1999,Quinnipiac,MAAC
1999,Rensselaer,ECAC
1999,Sacred Heart,MAAC
1999,St. Cloud State,WCHA
1999,St. Lawrence,ECAC
1999,Union,ECAC
1999,Vermont,ECAC
1999,Wayne State,None
1999,Western Michigan,CCHA
1999,Wisconsin,WCHA
1999,Yale,ECAC
2000,Air Force,CHA
2000,Alabama-Huntsville,CHA
2000,Alaska-Anchorage,WCHA
2000,Alaska-Fairbanks,CCHA
2000,American Int'l,MAAC
2000,Army,MAAC
2000,Bemidji State,CHA
2000,Bentley,MAAC
2000,Boston College,Hockey East
2000,Boston University,Hockey East
2000,Bowling Green,CCHA
2000,Brown,ECAC
2000,Canisius,MAAC
2000,Clarkson,ECAC
2000,Colgate,ECAC
2000,Colorado College,WCHA
2000,Connecticut,MAAC
2000,Cornell,ECAC
2000,Dartmouth,ECAC
2000,Denver,WCHA
2000,Fairfield,MAAC
2000,Ferris State,CCHA
2000,Findlay,CHA
2000,Harvard,ECAC
2000,Holy Cross,MAAC
2000,Iona,MAAC
2000,Lake Superior,CCHA
2000,Maine,Hockey East
2000,Mass.-Lowell,Hockey East
2000,Massachusetts,Hockey East
2000,Mercyhurst,MAAC
2000,Merrimack,Hockey East
2000,Miami,CCHA
2000,Michigan,CCHA
2000,Michigan State,CCHA
2000,Michigan Tech,WCHA
2000,Minnesota,WCHA
2000,Minnesota State,WCHA
2000,Minnesota-Duluth,WCHA
2000,Nebraska-Omaha,CCHA
2000,New Hampshire,Hockey East
2000,Niagara,CHA
2000,North Dakota,WCHA
2000,Northeastern,Hockey East
2000,Northern Michigan,CCHA
2000,Notre Dame,CCHA
2000,Ohio State,CCHA
2000,Princeton,ECAC
2000,Providence,Hockey East
2000,Quinnipiac,MAAC
2000,Rensselaer,ECAC
2000,Sacred Heart,MAAC
2000,St. Cloud State,WCHA
2000,St. Lawrence,ECAC
2000,Union,ECAC
2000,Vermont,ECAC
2000,Wayne State,CHA
2000,Western Michigan,CCHA
2000,Wisconsin,WCHA
2000,Yale,ECAC
2001,Air Force,CHA
2001,Alabama-Huntsville,CHA
2001,Alaska-Anchorage,WCHA
2001,Alaska-Fairbanks,CCHA
2001,American Int'l,MAAC
2001,Army,MAAC
2001,Bemidji State,CHA
2001,Bentley,MAAC
2001,Boston College,Hockey East
2001,Boston University,Hockey East
2001,Bowling Green,CCHA
2001,Brown,ECAC
2001,Canisius,MAAC
2001,Clarkson,ECAC
2001,Colgate,ECAC
2001,Colorado College,WCHA
2001,Connecticut,MAAC
2001,Cornell,ECAC
2001,Dartmouth,ECAC
2001,Denver,WCHA
2001,Fairfield,MAAC
2001,Ferris State,CCHA
2001,Findlay,CHA
2001,Harvard,ECAC
2001,Holy Cross,MAAC
2001,Iona,MAAC
2001,Lake Superior,CCHA
2001,Maine,Hockey East
2001,Mass.-Lowell,Hockey East
2001,Massachusetts,Hockey East
2001,Mercyhurst,MAAC
2001,Merrimack,Hockey East
2001,Miami,CCHA
2001,Michigan,CCHA
2001,Michigan State,CCHA
2001,Michigan Tech,WCHA
2001,Minnesota,WCHA
2001,Minnesota State,WCHA
2001,Minnesota-Duluth,WCHA
2001,Nebraska-Omaha,CCHA
2001,New Hampshire,Hockey East
2001,Niagara,CHA
2001,North Dakota,WCHA
2001,Northeastern,Hockey East
2001,Northern Michigan,CCHA
2001,Notre Dame,CCHA
2001,Ohio State,CCHA
2001,Princeton,ECAC
2001,Providence,Hockey East
2001,Quinnipiac,MAAC
2001,Rensselaer,ECAC
2001,Sacred Heart,MAAC
2001,St. Cloud State,WCHA
2001,St. Lawrence,ECAC
2001,Union,ECAC
2001,Vermont,ECAC
2001,Wayne State,CHA
2001,Western Michigan,CCHA
2001,Wisconsin,WCHA
2001,Yale,ECAC
2002,Air Force,CHA
2002,Alabama-Huntsville,CHA
2002,Alaska-Anchorage,WCHA
2002,Alaska-Fairbanks,CCHA
2002,American Int'l,MAAC
2002,Army,MAAC
2002,Bemidji State,CHA
2002,Bentley,MAAC
2002,Boston College,Hockey East
2002,Boston University,Hockey East
2002,Bowling Green,CCHA
2002,Brown,ECAC
2002,Canisius,MAAC
2002,Clarkson,ECAC
2002,Colgate,ECAC
2002,Colorado College,WCHA
2002,Connecticut,MAAC
2002,Cornell,ECAC
2002,Dartmouth,ECAC
2002,Denver,WCHA
2002,Fairfield,MAAC
2002,Ferris State,CCHA
2002,Findlay,CHA
2002,Harvard,ECAC
2002,Holy Cross,MAAC
2002,Iona,MAAC
2002,Lake Superior,CCHA
2002,Maine,Hockey East
2002,Mass.-Lowell,Hockey East
2002,Massachusetts,Hockey East
2002,Mercyhurst,MAAC
2002,Merrimack,Hockey East
2002,Miami,CCHA
2002,Michigan,CCHA
2002,Michigan State,CCHA
2002,Michigan Tech,WCHA
2002,Minnesota,WCHA
2002,Minnesota State,WCHA
2002,Minnesota-Duluth,WCHA
2002,Nebraska-Omaha,CCHA
2002,New Hampshire,Hockey East
2002,Niagara,CHA
2002,North Dakota,WCHA
2002,Northeastern,Hockey East
2002,Northern Michigan,CCHA
2002,Notre Dame,CCHA
2002,Ohio State,CCHA
2002,Princeton,ECAC
2002,Providence,Hockey East
2002,Quinnipiac,MAAC
2002,Rensselaer,ECAC
2002,Sacred Heart,MAAC
2002,St. Cloud State,WCHA
2002,St. Lawrence,ECAC
2002,Union,ECAC
2002,Vermont,ECAC
2002,Wayne State,CHA
2002,Western Michigan,CCHA
2002,Wisconsin,WCHA
2002,Yale,ECAC
2003,Air Force,CHA
2003,Alabama-Huntsville,CHA
2003,Alaska-Anchorage,WCHA
2003,Alaska-Fairbanks,CCHA
2003,American Int'l,Atlantic Hockey
2003,Army,Atlantic Hockey
2003,Bemidji State,CHA
2003,Bentley,Atlantic Hockey
2003,Boston College,Hockey East
2003,Boston University,Hockey East
2003,Bowling Green,CCHA
2003,Brown,ECAC
2003,Canisius,Atlantic Hockey
2003,Clarkson,ECAC
2003,Colgate,ECAC
2003,Colorado College,WCHA
2003,Connecticut,Atlantic Hockey
2003,Cornell,ECAC
2003,Dartmouth,ECAC
2003,Denver,WCHA
2003,Ferris State,CCHA
2003,Findlay,CHA
2003,Harvard,ECAC
2003,Holy Cross,Atlantic Hockey
2003,Lake Superior,CCHA
2003,Maine,Hockey East
2003,Mass.-Lowell,Hockey East
2003,Massachusetts,Hockey East
2003,Mercyhurst,Atlantic Hockey
2003,Merrimack,Hockey East
2003,Miami,CCHA
2003,Michigan,CCHA
2003,Michigan State,CCHA
2003,Michigan Tech,WCHA
2003,Minnesota,WCHA
2003,Minnesota State,WCHA
2003,Minnesota-Duluth,WCHA
2003,Nebraska-Omaha,CCHA
2003,New Hampshire,Hockey East
2003,Niagara,CHA
2003,North Dakota,WCHA
2003,Northeastern,Hockey East
2003,Northern Michigan,CCHA
2003,Notre Dame,CCHA
2003,Ohio State,CCHA
2003,Princeton,ECAC
2003,Providence,Hockey East
2003,Quinnipiac,Atlantic Hockey
2003,Rensselaer,ECAC
2003,Sacred Heart,Atlantic Hockey
2003,St. Cloud State,WCHA
2003,St. Lawrence,ECAC
2003,Union,ECAC
2003,Vermont,ECAC
2003,Wayne State,CHA
2003,Western Michigan,CCHA
2003,Wisconsin,WCHA
2003,Yale,ECAC
2004,Air Force,CHA
2004,Alabama-Huntsville,CHA
2004,Alaska-Anchorage,WCHA
2004,Alaska-Fairbanks,CCHA
2004,American Int'l,Atlantic Hockey
2004,Army,Atlantic Hockey
2004,Bemidji State,CHA
2004,Bentley,Atlantic Hockey
2004,Boston College,Hockey East
2004,Boston University,Hockey East
2004,Bowling Green,CCHA
2004,Brown,ECAC
2004,Canisius,Atlantic Hockey
2004,Clarkson,ECAC
2004,Colgate,ECAC
2004,Colorado College,WCHA
2004,Connecticut,Atlantic Hockey
2004,Cornell,ECAC
2004,Dartmouth,ECAC
2004,Denver,WCHA
2004,Ferris State,CCHA
2004,Harvard,ECAC
2004,Holy Cross,Atlantic Hockey
2004,Lake Superior,CCHA
2004,Maine,Hockey East
2004,Mass.-Lowell,Hockey East
2004,Massachusetts,Hockey East
2004,Mercyhurst,Atlantic Hockey
2004,Merrimack,Hockey East
2004,Miami,CCHA
2004,Michigan,CCHA
2004,Michigan State,CCHA
2004,Michigan Tech,WCHA
2004,Minnesota,WCHA
2004,Minnesota State,WCHA
2004,Minnesota-Duluth,WCHA
2004,Nebraska-Omaha,CCHA
2004,New Hampshire,Hockey East
2004,Niagara,CHA
2004,North Dakota,WCHA
2004,Northeastern,Hockey East
2004,Northern Michigan,CCHA
2004,Notre Dame,CCHA
2004,Ohio State,CCHA
2004,Princeton,ECAC
2004,Providence,Hockey East
2004,Quinnipiac,Atlantic Hockey
2004,Rensselaer,ECAC
2004,Robert Morris,CHA
2004,Sacred Heart,Atlantic Hockey
2004,St. Cloud State,WCHA
2004,St. Lawrence,ECAC
2004,Union,ECAC
2004,Vermont,ECAC
2004,Wayne State,CHA
2004,Western Michigan,CCHA
2004,Wisconsin,WCHA
2004,Yale,ECAC
2005,Air Force,CHA
2005,Alabama-Huntsville,CHA
2005,Alaska-Anchorage,WCHA
2005,Alaska-Fairbanks,CCHA
2005,American Int'l,Atlantic Hockey
2005,Army,Atlantic Hockey
2005,Bemidji State,CHA
2005,Bentley,Atlantic Hockey
2005,Boston College,Hockey East
2005,Boston University,Hockey East
2005,Bowling Green,CCHA
2005,Brown,ECAC
2005,Canisius,Atlantic Hockey
2005,Clarkson,ECAC
2005,Colgate,ECAC
2005,Colorado College,WCHA
